participant_id,participant_code,cohort_id,age_band,employment_status_at_entry,education_level_at_entry,referral_source,completion_status,enrollment_date,created_at,updated_at,is_active,data_source
6182,PRT-61816181618161816181,1037,20-21,Unemployed,Level 3+,Local Authority,Early Leaver,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6183,PRT-61826182618261826182,158,25+,Economically Inactive,No Qualifications,School/College,Completed,2022-12-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6184,PRT-61836183618361836183,836,22-24,Unemployed,Entry Level,Job Centre,Completed,2022-12-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6185,PRT-61846184618461846184,283,16-17,Unemployed,Level 1,Self-Referral,Early Leaver,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6186,PRT-61856185618561856185,412,18-19,Student,No Qualifications,Job Centre,Completed,2022-12-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6187,PRT-61866186618661866186,34,18-19,Unemployed,Level 3+,Partner Organisation,Transferred,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6188,PRT-61876187618761876187,85,18-19,Unemployed,Entry Level,Self-Referral,In Progress,2023-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6189,PRT-61886188618861886188,737,16-17,Economically Inactive,Level 2,Job Centre,Completed,2024-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6190,PRT-61896189618961896189,1118,18-19,Economically Inactive,Entry Level,Partner Organisation,Completed,2023-01-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6191,PRT-61906190619061906190,872,18-19,Unemployed,Entry Level,Partner Organisation,In Progress,2024-10-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6192,PRT-61916191619161916191,865,18-19,Unemployed,Level 1,Partner Organisation,Completed,2023-07-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6193,PRT-61926192619261926192,114,20-21,Part-time Employed,Level 1,School/College,Completed,2024-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6194,PRT-61936193619361936193,1155,20-21,Unemployed,Level 1,Job Centre,In Progress,2023-10-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6195,PRT-61946194619461946194,596,16-17,Economically Inactive,Level 1,Job Centre,Completed,2025-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6196,PRT-61956195619561956195,18,22-24,Part-time Employed,Entry Level,Local Authority,Completed,2023-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6197,PRT-61966196619661966196,301,20-21,Unemployed,No Qualifications,School/College,Completed,2024-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6198,PRT-61976197619761976197,164,18-19,Economically Inactive,Level 2,Other,Completed,2025-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6199,PRT-61986198619861986198,824,16-17,Unemployed,Level 2,Other,Completed,2024-10-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6200,PRT-61996199619961996199,863,16-17,Economically Inactive,Level 2,Local Authority,In Progress,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6201,PRT-62006200620062006200,285,20-21,Economically Inactive,Level 1,Job Centre,Completed,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6202,PRT-62016201620162016201,412,20-21,Unemployed,Level 3+,Partner Organisation,Completed,2023-01-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6203,PRT-62026202620262026202,1001,16-17,Unemployed,Entry Level,Partner Organisation,Early Leaver,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6204,PRT-62036203620362036203,873,25+,Unemployed,Level 2,Job Centre,Completed,2024-10-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6205,PRT-62046204620462046204,569,18-19,Economically Inactive,Entry Level,Local Authority,Completed,2025-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6206,PRT-62056205620562056205,732,18-19,Unemployed,No Qualifications,Self-Referral,In Progress,2024-09-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6207,PRT-62066206620662066206,511,22-24,Unemployed,Entry Level,Job Centre,Completed,2023-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6208,PRT-62076207620762076207,371,18-19,Unemployed,No Qualifications,School/College,Completed,2023-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6209,PRT-62086208620862086208,1140,18-19,Unemployed,Entry Level,Job Centre,Completed,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6210,PRT-62096209620962096209,269,16-17,Part-time Employed,Entry Level,Self-Referral,Completed,2025-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6211,PRT-62106210621062106210,634,16-17,Economically Inactive,Level 2,Self-Referral,Completed,2025-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6212,PRT-62116211621162116211,533,20-21,Economically Inactive,Entry Level,Job Centre,Completed,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6213,PRT-62126212621262126212,961,20-21,Economically Inactive,Entry Level,Local Authority,In Progress,2024-10-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6214,PRT-62136213621362136213,864,18-19,Student,Level 1,Self-Referral,Completed,2024-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6215,PRT-62146214621462146214,948,16-17,Unemployed,Level 2,Self-Referral,Completed,2023-04-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6216,PRT-62156215621562156215,7,25+,Student,Level 3+,Self-Referral,Completed,2025-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6217,PRT-62166216621662166216,849,18-19,Unemployed,Entry Level,Self-Referral,In Progress,2023-01-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6218,PRT-62176217621762176217,561,25+,Unemployed,Level 3+,School/College,Transferred,2024-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6219,PRT-62186218621862186218,624,18-19,Unemployed,Level 2,Self-Referral,Early Leaver,2025-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6220,PRT-62196219621962196219,838,16-17,Economically Inactive,Entry Level,Self-Referral,Completed,2025-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6221,PRT-62206220622062206220,528,20-21,Unemployed,Level 3+,Job Centre,Completed,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6222,PRT-62216221622162216221,177,16-17,Economically Inactive,Level 1,Local Authority,Completed,2025-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6223,PRT-62226222622262226222,347,18-19,Part-time Employed,Level 3+,Job Centre,In Progress,2024-10-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6224,PRT-62236223622362236223,436,20-21,Economically Inactive,Level 1,School/College,Early Leaver,2024-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6225,PRT-62246224622462246224,764,18-19,Economically Inactive,Level 1,Self-Referral,In Progress,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6226,PRT-62256225622562256225,212,16-17,Unemployed,Level 1,School/College,In Progress,2025-10-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6227,PRT-62266226622662266226,554,16-17,Economically Inactive,Level 2,Job Centre,In Progress,2024-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6228,PRT-62276227622762276227,476,18-19,Part-time Employed,Level 1,Partner Organisation,Completed,2024-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6229,PRT-62286228622862286228,260,18-19,Unemployed,Level 3+,Local Authority,In Progress,2024-06-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6230,PRT-62296229622962296229,608,25+,Economically Inactive,Entry Level,Self-Referral,Completed,2025-09-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6231,PRT-62306230623062306230,398,22-24,Economically Inactive,Entry Level,Local Authority,In Progress,2023-12-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6232,PRT-62316231623162316231,439,20-21,Unemployed,Level 2,Partner Organisation,Early Leaver,2023-06-29,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6233,PRT-62326232623262326232,840,16-17,Economically Inactive,Level 2,Job Centre,Completed,2025-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6234,PRT-62336233623362336233,1051,25+,Unemployed,Level 2,Local Authority,In Progress,2024-07-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6235,PRT-62346234623462346234,1135,16-17,Economically Inactive,Level 2,Partner Organisation,Completed,2023-04-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6236,PRT-62356235623562356235,876,16-17,Unemployed,No Qualifications,Local Authority,Early Leaver,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6237,PRT-62366236623662366236,158,22-24,Unemployed,No Qualifications,Job Centre,Completed,2023-01-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6238,PRT-62376237623762376237,195,16-17,Part-time Employed,Level 2,Partner Organisation,Completed,2023-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6239,PRT-62386238623862386238,333,20-21,Unemployed,Level 2,Self-Referral,Transferred,2025-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6240,PRT-62396239623962396239,618,22-24,Unemployed,Level 1,Job Centre,Completed,2024-07-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6241,PRT-62406240624062406240,437,25+,Unemployed,Entry Level,Job Centre,Completed,2024-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6242,PRT-62416241624162416241,94,20-21,Economically Inactive,Level 2,Self-Referral,Completed,2025-07-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6243,PRT-62426242624262426242,972,20-21,Economically Inactive,No Qualifications,Self-Referral,Completed,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6244,PRT-62436243624362436243,992,16-17,Student,Level 1,Job Centre,Early Leaver,2024-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6245,PRT-62446244624462446244,662,16-17,Economically Inactive,Level 2,Self-Referral,Completed,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6246,PRT-62456245624562456245,830,22-24,Unemployed,Entry Level,Job Centre,Completed,2024-10-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6247,PRT-62466246624662466246,1088,18-19,Unemployed,Entry Level,School/College,Transferred,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6248,PRT-62476247624762476247,74,25+,Unemployed,Entry Level,Self-Referral,Completed,2024-01-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6249,PRT-62486248624862486248,665,20-21,Unemployed,Entry Level,Other,In Progress,2024-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6250,PRT-62496249624962496249,109,16-17,Part-time Employed,Entry Level,Self-Referral,Completed,2023-03-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6251,PRT-62506250625062506250,866,16-17,Unemployed,Level 2,Local Authority,Completed,2025-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6252,PRT-62516251625162516251,697,20-21,Student,Level 1,Local Authority,In Progress,2025-06-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6253,PRT-62526252625262526252,121,20-21,Economically Inactive,Level 1,School/College,Transferred,2023-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6254,PRT-62536253625362536253,817,20-21,Unemployed,Level 1,Self-Referral,Completed,2023-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6255,PRT-62546254625462546254,1095,18-19,Unemployed,No Qualifications,Partner Organisation,Transferred,2025-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6256,PRT-62556255625562556255,764,16-17,Student,Level 2,Partner Organisation,Completed,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6257,PRT-62566256625662566256,376,16-17,Unemployed,Level 2,Local Authority,Early Leaver,2025-07-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6258,PRT-62576257625762576257,972,16-17,Unemployed,Level 2,Local Authority,Completed,2024-04-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6259,PRT-62586258625862586258,499,25+,Economically Inactive,Level 1,Job Centre,Completed,2024-10-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6260,PRT-62596259625962596259,319,22-24,Unemployed,Entry Level,Job Centre,Transferred,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6261,PRT-62606260626062606260,949,18-19,Student,Level 3+,Job Centre,Transferred,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6262,PRT-62616261626162616261,540,16-17,Economically Inactive,No Qualifications,Local Authority,Completed,2024-10-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6263,PRT-62626262626262626262,671,20-21,Student,Level 1,School/College,Early Leaver,2023-01-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6264,PRT-62636263626362636263,315,20-21,Unemployed,Entry Level,Self-Referral,Completed,2024-10-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6265,PRT-62646264626462646264,1174,22-24,Unemployed,Level 1,School/College,Completed,2025-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6266,PRT-62656265626562656265,59,18-19,Unemployed,Level 2,Job Centre,Completed,2023-04-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6267,PRT-62666266626662666266,54,22-24,Part-time Employed,Level 2,Job Centre,Transferred,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6268,PRT-62676267626762676267,714,16-17,Unemployed,Entry Level,Other,In Progress,2025-07-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6269,PRT-62686268626862686268,616,18-19,Unemployed,Level 1,Job Centre,Completed,2024-10-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6270,PRT-62696269626962696269,609,25+,Economically Inactive,Level 1,Job Centre,In Progress,2024-04-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6271,PRT-62706270627062706270,414,20-21,Student,Level 1,Job Centre,Early Leaver,2023-03-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6272,PRT-62716271627162716271,434,16-17,Unemployed,Level 2,Job Centre,Completed,2025-06-25,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6273,PRT-62726272627262726272,881,25+,Economically Inactive,Level 2,Job Centre,Completed,2023-09-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6274,PRT-62736273627362736273,1126,16-17,Part-time Employed,Level 1,Partner Organisation,Completed,2023-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6275,PRT-62746274627462746274,845,16-17,Part-time Employed,Level 1,Job Centre,Completed,2024-06-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6276,PRT-62756275627562756275,1161,16-17,Unemployed,Entry Level,Job Centre,Completed,2024-03-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6277,PRT-62766276627662766276,147,25+,Unemployed,Level 2,Local Authority,Completed,2023-03-31,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6278,PRT-62776277627762776277,732,20-21,Economically Inactive,Entry Level,Job Centre,Completed,2024-10-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6279,PRT-62786278627862786278,224,16-17,Unemployed,Level 2,Self-Referral,Early Leaver,2024-10-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6280,PRT-62796279627962796279,82,16-17,Unemployed,No Qualifications,Local Authority,In Progress,2023-01-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6281,PRT-62806280628062806280,829,25+,Unemployed,Level 1,Self-Referral,In Progress,2024-01-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6282,PRT-62816281628162816281,524,18-19,Unemployed,Entry Level,Partner Organisation,In Progress,2023-07-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6283,PRT-62826282628262826282,572,18-19,Economically Inactive,Level 3+,Self-Referral,Completed,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6284,PRT-62836283628362836283,1156,18-19,Unemployed,Level 3+,Self-Referral,In Progress,2023-01-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6285,PRT-62846284628462846284,669,20-21,Unemployed,No Qualifications,Self-Referral,Completed,2023-04-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6286,PRT-62856285628562856285,942,22-24,Unemployed,Level 2,Self-Referral,In Progress,2023-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6287,PRT-62866286628662866286,612,18-19,Unemployed,Entry Level,Self-Referral,In Progress,2024-07-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6288,PRT-62876287628762876287,39,18-19,Economically Inactive,Level 3+,Self-Referral,Completed,2025-07-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6289,PRT-62886288628862886288,877,20-21,Unemployed,Level 1,Partner Organisation,In Progress,2024-04-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6290,PRT-62896289628962896289,580,16-17,Unemployed,Level 3+,Other,In Progress,2024-01-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6291,PRT-62906290629062906290,510,18-19,Economically Inactive,Level 2,Job Centre,Completed,2024-01-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6292,PRT-62916291629162916291,317,20-21,Unemployed,No Qualifications,Partner Organisation,Completed,2024-07-15,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6293,PRT-62926292629262926292,522,18-19,Economically Inactive,Entry Level,Job Centre,In Progress,2023-06-24,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6294,PRT-62936293629362936293,218,20-21,Part-time Employed,No Qualifications,Self-Referral,Completed,2023-12-26,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6295,PRT-62946294629462946294,399,20-21,Unemployed,Level 2,Job Centre,Completed,2024-03-27,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6296,PRT-62956295629562956295,738,20-21,Student,Entry Level,Partner Organisation,Completed,2025-03-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6297,PRT-62966296629662966296,701,20-21,Unemployed,Level 1,Self-Referral,In Progress,2024-09-28,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6298,PRT-62976297629762976297,1175,16-17,Economically Inactive,Level 1,Job Centre,In Progress,2024-12-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6299,PRT-62986298629862986298,176,22-24,Unemployed,Level 1,Partner Organisation,Transferred,2024-06-30,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6300,PRT-62996299629962996299,607,25+,Unemployed,Entry Level,Job Centre,Completed,2024-04-01,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6301,PRT-63006300630063006300,1115,16-17,Unemployed,Entry Level,School/College,Completed,2024-01-02,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6302,PRT-63016301630163016301,682,16-17,Student,No Qualifications,Self-Referral,In Progress,2024-07-03,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6303,PRT-63026302630263026302,805,18-19,Unemployed,Entry Level,School/College,Completed,2025-07-04,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6304,PRT-63036303630363036303,380,18-19,Unemployed,Level 1,Job Centre,Completed,2024-04-05,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6305,PRT-63046304630463046304,774,20-21,Part-time Employed,No Qualifications,Self-Referral,In Progress,2024-04-06,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6306,PRT-63056305630563056305,1040,16-17,Economically Inactive,Level 2,Other,Completed,2025-10-07,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6307,PRT-63066306630663066306,1122,20-21,Student,Entry Level,Self-Referral,Completed,2024-07-08,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6308,PRT-63076307630763076307,558,18-19,Economically Inactive,No Qualifications,Local Authority,Completed,2025-04-09,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6309,PRT-63086308630863086308,1030,18-19,Unemployed,Level 1,Job Centre,In Progress,2024-04-10,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6310,PRT-63096309630963096309,786,20-21,Economically Inactive,Level 1,Job Centre,Early Leaver,2024-10-11,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6311,PRT-63106310631063106310,1098,20-21,Unemployed,Level 1,Local Authority,In Progress,2025-07-12,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6312,PRT-63116311631163116311,1072,20-21,Part-time Employed,Level 1,Job Centre,Early Leaver,2024-04-13,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
6313,PRT-63126312631263126312,1177,22-24,Economically Inactive,Entry Level,Partner Organisation,Completed,2024-04-14,2026-01-06 17:03:11.121258+00:00,2026-01-06 17:03:11.121258+00:00,True,dbldatagen_synthetic
